video_name,duration,fps,keyframes,keyframes(frames),struggle,struggle(frames)
02_04_02,145.46,50,"[8.952, 10.184, 11.2, 12.154, 13.033, 13.816, 14.64, 15.388, 16.389, 17.256, 18.336, 19.666, 20.68, 21.961, 23.112, 24.096, 25.048, 25.936, 26.85, 27.738, 44.17, 44.818, 45.873, 46.888, 47.92, 48.904, 49.816, 50.778, 51.752, 52.808, 53.712, 54.721, 55.511, 56.368, 57.432, 58.416, 59.28, 60.112, 60.945, 61.874, 63.403, 64.368, 65.488, 66.53, 67.504, 68.744, 70.072, 71.135, 72.433, 73.451, 74.559, 75.856, 77.17, 78.591, 79.674, 80.768, 82.063, 83.367, 84.577, 85.64, 86.738, 87.697, 88.751, 89.751, 90.88, 91.968, 93.236, 94.292, 95.289, 96.279, 97.336, 98.304, 99.23, 100.29, 101.248, 102.457, 103.517, 104.748, 105.668, 106.439, 107.239, 108.319, 109.386, 110.17, 111.015, 111.772, 112.644, 113.56, 114.647, 115.595, 116.58, 117.671, 118.634, 119.551, 120.52, 121.455, 122.508, 123.37, 124.52, 125.552, 126.385, 127.65, 128.905, 129.752, 130.545, 131.528, 132.546, 133.336, 134.319, 135.815, 137.082, 138.48, 139.586, 140.711, 141.952, 143.087, 144.303]","[448, 509, 560, 608, 652, 691, 732, 769, 819, 863, 917, 983, 1034, 1098, 1156, 1205, 1252, 1297, 1342, 1387, 2208, 2241, 2294, 2344, 2396, 2445, 2491, 2539, 2588, 2640, 2686, 2736, 2776, 2818, 2872, 2921, 2964, 3006, 3047, 3094, 3170, 3218, 3274, 3326, 3375, 3437, 3504, 3557, 3622, 3673, 3728, 3793, 3858, 3930, 3984, 4038, 4103, 4168, 4229, 4282, 4337, 4385, 4438, 4488, 4544, 4598, 4662, 4715, 4764, 4814, 4867, 4915, 4962, 5014, 5062, 5123, 5176, 5237, 5283, 5322, 5362, 5416, 5469, 5508, 5551, 5589, 5632, 5678, 5732, 5780, 5829, 5884, 5932, 5978, 6026, 6073, 6125, 6168, 6226, 6278, 6319, 6382, 6445, 6488, 6527, 6576, 6627, 6667, 6716, 6791, 6854, 6924, 6979, 7036, 7098, 7154, 7215]","[[8.91892, 28.75226], [44.12952, 145.34237]]","[[446, 1438], [2206, 7267]]"
02_04_03,174.74,50,"[6.344, 7.339, 8.328, 5.347, 9.485, 10.551, 11.703, 12.63, 13.527, 14.58, 15.668, 41.828, 42.717, 44.445, 45.624, 46.772, 47.757, 48.811, 50.008, 51.004, 52.03, 52.946, 54.187, 55.174, 56.284, 57.355, 58.165, 58.955, 59.908, 60.986, 61.918, 62.996, 63.964, 64.979, 66.007, 67.142, 68.219, 69.365, 70.19, 71.23, 72.34, 73.523, 74.717, 75.723, 76.82, 77.789, 79.171, 80.409, 81.395, 82.563, 83.624, 84.644, 85.727, 86.963, 87.85, 88.941, 89.852, 90.971, 91.983, 92.884, 93.788, 94.787, 95.78, 96.821, 97.776, 99.053, 100.092, 101.363, 102.427, 103.5, 104.587, 105.635, 106.675, 107.749, 109.019, 110.155, 111.239, 112.292, 113.375, 114.462, 115.377, 116.483, 117.451, 118.628, 119.697, 120.867, 121.979, 122.923, 124.136, 125.07, 126.179, 127.221, 128.319, 129.747, 130.795, 131.638, 132.731, 134.115, 135.109, 135.979, 136.939, 137.939, 139.115, 140.205, 141.532, 142.517, 143.469, 144.259, 145.02, 145.661, 146.659, 147.612, 148.699, 150.027, 150.959, 151.851, 152.666, 153.421, 154.219, 155.196, 156.115, 157.123, 158.339, 160.084, 161.109, 161.89, 162.66, 164.315, 165.275, 166.211, 167.059, 168.203]","[317, 367, 416, 267, 474, 528, 585, 632, 676, 729, 783, 2091, 2136, 2222, 2281, 2339, 2388, 2441, 2500, 2550, 2602, 2647, 2709, 2759, 2814, 2868, 2908, 2948, 2995, 3049, 3096, 3150, 3198, 3249, 3300, 3357, 3411, 3468, 3510, 3562, 3617, 3676, 3736, 3786, 3841, 3889, 3959, 4020, 4070, 4128, 4181, 4232, 4286, 4348, 4392, 4447, 4493, 4549, 4599, 4644, 4689, 4739, 4789, 4841, 4889, 4953, 5005, 5068, 5121, 5175, 5229, 5282, 5334, 5387, 5451, 5508, 5562, 5615, 5669, 5723, 5769, 5824, 5873, 5931, 5985, 6043, 6099, 6146, 6207, 6254, 6309, 6361, 6416, 6487, 6540, 6582, 6637, 6706, 6755, 6799, 6847, 6897, 6956, 7010, 7077, 7126, 7173, 7213, 7251, 7283, 7333, 7381, 7435, 7501, 7548, 7593, 7633, 7671, 7711, 7760, 7806, 7856, 7917, 8004, 8055, 8094, 8133, 8216, 8264, 8311, 8353, 8410]","[[5.33559, 16.66892], [41.79392, 169.1757]]","[[267, 833], [2090, 8459]]"
02_04_04,115.28,50,"[7.833, 8.755, 5.091, 6.186, 7.049, 9.736, 10.93, 11.818, 12.581, 13.612, 14.458, 15.186, 15.994, 16.868, 17.971, 19.132, 20.147, 21.195, 22.364, 23.175, 24.026, 24.81, 26.218, 27.146, 28.146, 29.138, 43.652, 44.641, 42.688, 45.572, 47.355, 48.545, 49.769, 51.133, 52.066, 52.897, 67.498, 68.417, 65.883, 66.795, 65.047, 69.547, 70.536, 71.567, 72.488, 73.696, 74.895, 76.088, 77.241, 78.279, 79.375, 80.512, 81.512, 82.544, 83.562, 84.425, 85.379, 86.288, 87.248, 88.215, 89.328, 90.425, 91.452, 92.335, 93.079, 94.063, 94.999, 96.112, 97.168, 98.409, 99.393, 101.057, 101.968, 103.503, 104.751, 105.823, 106.727]","[392, 438, 255, 309, 352, 487, 546, 591, 629, 681, 723, 759, 800, 843, 899, 957, 1007, 1060, 1118, 1159, 1201, 1240, 1311, 1357, 1407, 1457, 2183, 2232, 2134, 2279, 2368, 2427, 2488, 2557, 2603, 2645, 3375, 3421, 3294, 3340, 3252, 3477, 3527, 3578, 3624, 3685, 3745, 3804, 3862, 3914, 3969, 4026, 4076, 4127, 4178, 4221, 4269, 4314, 4362, 4411, 4466, 4521, 4573, 4617, 4654, 4703, 4750, 4806, 4858, 4920, 4970, 5053, 5098, 5175, 5238, 5291, 5336]","[[5.06476, 30.14809], [42.674, 53.89809], [64.981, 107.6757]]","[[253, 1507], [2134, 2695], [3249, 5384]]"
02_04_05,73.2,50,"[6.413, 7.009, 7.813, 8.648, 9.512, 10.301, 10.934, 11.687, 12.748, 13.584, 20.197, 20.661, 21.696, 22.301, 22.984, 23.63, 24.429, 46.59, 46.985, 47.754, 48.543, 49.285, 50.014, 50.959, 51.766]","[321, 350, 391, 432, 476, 515, 547, 584, 637, 679, 1010, 1033, 1085, 1115, 1149, 1182, 1221, 2330, 2349, 2388, 2427, 2464, 2501, 2548, 2588]","[[6.314, 14.60642], [20.123, 25.48142], [46.52309, 52.79392]]","[[316, 730], [1006, 1274], [2326, 2640]]"
03_01_01,30.58,50,"[12.283, 13.459, 18.53, 19.101, 20.043, 10.96]","[614, 673, 926, 955, 1002, 548]","[[10.91892, 14.56476], [16.81476, 21.12726]]","[[546, 728], [841, 1056]]"
03_01_02,17.32,50,[],[],[],[]
03_01_03,16.66,50,[],[],[],[]
03_01_04,25.52,50,"[19.464, 20.705, 18.487, 21.996]","[973, 1035, 924, 1100]","[[18.43976, 22.98142]]","[[922, 1149]]"
03_01_05,13.4,50,[],[],[],[]
03_02_01,21.92,50,"[1.784, 2.413, 3.759, 5.853, 6.268, 7.414, 10.597, 11.415, 12.495, 13.215, 15.214]","[89, 121, 188, 293, 313, 371, 530, 571, 625, 661, 761]","[[1.68976, 8.41892], [10.375, 16.23142]]","[[84, 421], [519, 812]]"
03_02_02,32.4,50,"[20.312, 21.378, 22.481, 23.617, 24.953, 25.801, 26.891, 27.903, 28.882, 29.882, 18.452, 19.429, 17.451]","[1016, 1069, 1124, 1181, 1248, 1290, 1345, 1395, 1444, 1494, 923, 971, 873]","[[17.408, 30.89809]]","[[870, 1545]]"
03_02_03,30.96,50,"[7.576, 8.757, 9.821, 6.28, 15.313, 16.248, 14.438, 17.188, 18.333, 21.092, 22.38, 23.475, 24.596, 25.925, 19.844]","[379, 438, 491, 314, 766, 812, 722, 859, 917, 1055, 1119, 1174, 1230, 1296, 992]","[[6.21059, 10.79392], [14.433, 26.96059]]","[[311, 540], [722, 1348]]"
03_02_04,19.96,50,"[3.689, 4.64, 5.897, 2.912]","[184, 232, 295, 146]","[[2.85642, 6.89809]]","[[143, 345]]"
03_02_05,14.9,50,[],[],[],[]
03_03_01,93.3,50,"[13.112, 14.09, 15.825, 17.459, 20.224, 21.879, 23.582, 25.367, 28.969, 32.081, 36.664, 37.176, 53.128, 53.563, 54.856, 56.434, 60.223, 60.696, 61.575, 63.961]","[656, 704, 791, 873, 1011, 1094, 1179, 1268, 1448, 1604, 1833, 1859, 2656, 2678, 2743, 2822, 3011, 3035, 3079, 3198]","[[13.00542, 38.10542], [52.427, 65.00542]]","[[650, 1905], [2621, 3250]]"
03_03_02,56.66,50,"[41.622, 42.686, 43.526, 44.654, 45.685, 46.791, 47.957, 49.277, 50.855, 38.432, 39.7, 40.636]","[2081, 2134, 2176, 2233, 2284, 2340, 2398, 2464, 2543, 1922, 1985, 2032]","[[38.423, 51.89809]]","[[1921, 2595]]"
03_03_03,47.08,50,"[29.585, 30.744, 28.129, 31.752, 32.895, 34.184, 41.16, 43.215, 40.57, 42.481]","[1479, 1537, 1406, 1588, 1645, 1709, 2058, 2161, 2028, 2124]","[[28.127, 35.19746], [40.448, 44.25301]]","[[1406, 1760], [2022, 2213]]"
03_03_04,40.12,50,[],[],[],[]
03_03_05,38.8,50,"[18.369, 19.236, 19.905, 20.656, 17.271, 25.726, 26.733, 27.584, 28.628, 29.556]","[918, 962, 995, 1033, 864, 1286, 1337, 1379, 1431, 1478]","[[17.21059, 21.66892], [25.66892, 30.43976]]","[[861, 1083], [1283, 1522]]"
03_04_01,180.96,50,"[19.186, 19.466, 20.833, 22.202, 23.77, 24.915, 26.211, 27.267, 28.505, 29.809, 31.041, 32.209, 33.941, 35.097, 36.114, 37.171, 38.062, 39.674, 40.77, 42.858, 43.794, 45.189, 47.274, 48.122, 49.236, 50.892, 52.46, 53.516, 54.771, 55.796, 56.907, 57.948, 59.393, 60.378, 61.514, 62.643, 63.794, 64.834, 65.931, 67.709, 69.155, 70.65, 73.249, 75.267, 76.385, 78.01, 85.345, 86.475, 87.402, 88.812, 90.612, 91.716, 93.505, 105.538, 106.594, 108.236, 109.25, 110.673, 111.819, 113.009, 114.643, 115.745, 116.826, 118.665, 119.835, 120.86, 122.227, 123.81, 125.066, 126.402, 127.684, 129.393, 130.657, 135.065, 135.66, 136.897, 138.21, 139.473, 141.042, 142.076, 143.458, 144.489, 146.404, 147.962, 149.449, 151.092, 153.627, 155.691, 156.641, 157.818, 158.782, 160.036, 163.833, 164.523, 165.162, 166.314, 167.547, 169.011, 170.444, 171.739, 173.012, 174.779, 177.053, 178.522, 179.771]","[959, 973, 1042, 1110, 1188, 1246, 1311, 1363, 1425, 1490, 1552, 1610, 1697, 1755, 1806, 1859, 1903, 1984, 2039, 2143, 2190, 2259, 2364, 2406, 2462, 2545, 2623, 2676, 2739, 2790, 2845, 2897, 2970, 3019, 3076, 3132, 3190, 3242, 3297, 3385, 3458, 3533, 3662, 3763, 3819, 3901, 4267, 4324, 4370, 4441, 4531, 4586, 4675, 5277, 5330, 5412, 5462, 5534, 5591, 5650, 5732, 5787, 5841, 5933, 5992, 6043, 6111, 6190, 6253, 6320, 6384, 6470, 6533, 6753, 6783, 6845, 6910, 6974, 7052, 7104, 7173, 7224, 7320, 7398, 7472, 7555, 7681, 7785, 7832, 7891, 7939, 8002, 8192, 8226, 8258, 8316, 8377, 8451, 8522, 8587, 8651, 8739, 8853, 8926, 8989]","[[18.564, 79.10542], [85.17118, 94.50452], [105.46285, 180.84237]]","[[928, 3955], [4259, 4725], [5273, 9042]]"
03_04_02,181.28,50,"[3.593, 4.762, 5.972, 2.587, 1.563, 0.541, 7.103, 8.514, 9.84, 11.105, 12.223, 13.438, 14.19, 15.048, 16.039, 22.321, 23.039, 24.102, 21.044, 25.194, 26.235, 27.338, 28.451, 29.529, 30.651, 31.937, 33.339, 34.387, 35.48, 36.564, 37.807, 38.985, 40.115, 41.242, 48.218, 49.397, 50.852, 51.938, 52.851, 53.858, 54.804, 55.914, 57.234, 58.283, 59.207, 60.091, 61.461, 62.493, 63.587, 64.684, 65.947, 67.034, 74.043, 75.255, 76.13, 77.314, 78.395, 79.538, 82.012, 83.002, 84.26, 80.734, 85.295, 86.325, 87.385, 88.847, 89.957, 91.245, 92.479, 93.485, 94.469, 95.661, 96.646, 97.703, 98.687, 99.651, 100.742, 102.063, 103.006, 104.069, 105.039, 106.103, 107.255, 108.326, 109.239, 110.224, 111.461, 112.781, 113.928, 115.181, 116.133, 117.374, 118.405, 119.588, 120.59, 121.613, 122.657, 123.815, 124.974, 126.054, 127.179, 127.979, 129.033, 130.236, 131.448, 132.452, 133.48, 134.476, 135.645, 136.844, 138.14, 139.373, 140.46, 141.597, 142.83, 144.023, 144.966, 146.196, 147.528, 148.649, 149.686, 150.831, 152.108, 153.19, 154.414, 155.573, 156.606, 166.1, 166.932, 168.132, 169.262, 171.072, 172.076, 173.35, 174.765, 175.926, 177.254, 178.468, 179.59]","[180, 238, 299, 129, 78, 27, 355, 426, 492, 555, 611, 672, 710, 752, 802, 1116, 1152, 1205, 1052, 1260, 1312, 1367, 1423, 1476, 1533, 1597, 1667, 1719, 1774, 1828, 1890, 1949, 2006, 2062, 2411, 2470, 2543, 2597, 2643, 2693, 2740, 2796, 2862, 2914, 2960, 3005, 3073, 3125, 3179, 3234, 3297, 3352, 3702, 3763, 3806, 3866, 3920, 3977, 4101, 4150, 4213, 4037, 4265, 4316, 4369, 4442, 4498, 4562, 4624, 4674, 4723, 4783, 4832, 4885, 4934, 4983, 5037, 5103, 5150, 5203, 5252, 5305, 5363, 5416, 5462, 5511, 5573, 5639, 5696, 5759, 5807, 5869, 5920, 5979, 6030, 6081, 6133, 6191, 6249, 6303, 6359, 6399, 6452, 6512, 6572, 6623, 6674, 6724, 6782, 6842, 6907, 6969, 7023, 7080, 7142, 7201, 7248, 7310, 7376, 7432, 7484, 7542, 7605, 7660, 7721, 7779, 7830, 8305, 8347, 8407, 8463, 8554, 8604, 8668, 8738, 8796, 8863, 8923, 8980]","[[0.516, 17.02309], [21.02309, 42.25301], [48.19746, 68.03079], [74.03, 157.59237], [166.00903, 181.1757]]","[[26, 851], [1051, 2113], [2410, 3402], [3702, 7880], [8300, 9059]]"
03_04_03,109.28,50,"[10.269, 11.446, 8.955, 27.17, 28.244, 25.836, 29.366, 30.453, 47.66, 44.661, 46.045, 48.809, 49.897, 50.809, 51.865, 52.803, 53.753, 54.841, 55.772, 56.611, 57.533, 58.321, 59.395, 60.407, 61.358, 62.713, 63.71, 64.963, 66.154, 67.417, 68.627, 70.081, 71.091, 72.028, 73.259, 74.401, 75.218, 76.153, 77.3, 78.713, 79.57, 80.642, 82.395, 83.337, 84.193, 85.275, 86.171, 87.089, 88.035, 89.033, 89.969, 90.825, 91.917, 93.1, 94.32, 95.61, 96.736, 97.789, 98.889, 99.986, 101.09]","[513, 572, 448, 1358, 1412, 1292, 1468, 1523, 2383, 2233, 2302, 2440, 2495, 2540, 2593, 2640, 2688, 2742, 2789, 2831, 2877, 2916, 2970, 3020, 3068, 3136, 3186, 3248, 3308, 3371, 3431, 3504, 3555, 3601, 3663, 3720, 3761, 3808, 3865, 3936, 3978, 4032, 4120, 4167, 4210, 4264, 4309, 4354, 4402, 4452, 4498, 4541, 4596, 4655, 4716, 4780, 4837, 4889, 4944, 4999, 5054]","[[8.89809, 12.43976], [25.81476, 31.46059], [44.67, 102.17118]]","[[445, 622], [1291, 1573], [2234, 5109]]"
03_04_04,46.58,50,"[28.28, 30.285, 31.453, 34.056, 36.967, 37.494, 38.664, 29.24, 32.672, 35.174]","[1414, 1514, 1573, 1703, 1848, 1875, 1933, 1462, 1634, 1759]","[[28.19089, 39.72214]]","[[1410, 1986]]"
03_04_05,45.78,50,"[2.821, 3.27, 4.028, 4.86, 5.596]","[141, 164, 201, 243, 280]","[[2.728, 6.60642]]","[[136, 330]]"
04_01_01,181.18,50,"[11.417, 11.924, 13.395, 14.978, 16.042, 17.146, 18.276, 28.153, 29.96, 31.202, 32.094, 33.721, 34.91, 35.88, 36.983, 38.062, 39.495, 40.536, 41.704, 43.592, 45.27, 46.928, 48.105, 49.393, 50.433, 53.048, 56.849, 58.282, 59.223, 60.585, 62.065, 63.433, 65.808, 68.321, 69.136, 70.752, 72.688, 74.08, 75.822, 80.439, 80.758, 81.72, 83.489, 84.56, 85.569, 86.662, 88.394, 89.761, 90.776, 92.017, 93.159, 94.222, 95.321, 96.56, 97.873, 107.184, 108.512, 109.248, 110.376, 111.48, 112.498, 113.938, 117.569, 118.226, 118.944, 120.241, 121.648, 123.011, 125.063, 126.24, 127.466, 129.297, 130.625, 132.121, 133.458, 136.24, 137.48, 138.945, 140.855, 147.104, 147.905, 149.089, 150.192, 151.311, 154.065, 158.848, 159.131, 160.177, 161.632, 162.961, 164.137, 165.824, 166.959, 167.854, 169.263, 170.23, 171.198, 172.952, 173.914, 175.127, 178.608, 179.902]","[571, 596, 670, 749, 802, 857, 914, 1408, 1498, 1560, 1605, 1686, 1745, 1794, 1849, 1903, 1975, 2027, 2085, 2180, 2264, 2346, 2405, 2470, 2522, 2652, 2842, 2914, 2961, 3029, 3103, 3172, 3290, 3416, 3457, 3538, 3634, 3704, 3791, 4022, 4038, 4086, 4174, 4228, 4278, 4333, 4420, 4488, 4539, 4601, 4658, 4711, 4766, 4828, 4894, 5359, 5426, 5462, 5519, 5574, 5625, 5697, 5878, 5911, 5947, 6012, 6082, 6151, 6253, 6312, 6373, 6465, 6531, 6606, 6673, 6812, 6874, 6947, 7043, 7355, 7395, 7454, 7510, 7566, 7703, 7942, 7957, 8009, 8082, 8148, 8207, 8291, 8348, 8393, 8463, 8512, 8560, 8648, 8696, 8756, 8930, 8995]","[[11.192, 19.25542], [28.13177, 76.75677], [80.413, 98.94427], [107.1757, 141.76355], [147.01355, 181.01355]]","[[560, 963], [1407, 3838], [4021, 4947], [5359, 7088], [7351, 9051]]"
04_01_02,19.32,50,[],[],[],[]
04_01_03,30.96,50,"[5.928, 7.431, 8.658, 9.628, 10.917, 12.212, 13.422, 15.293, 16.306, 17.158, 18.034, 19.188, 20.15, 21.284]","[296, 372, 433, 481, 546, 611, 671, 765, 815, 858, 902, 959, 1007, 1064]","[[5.91892, 22.29392]]","[[296, 1115]]"
04_01_04,21.04,50,"[5.559, 7.318, 8.191, 9.105, 10.272, 11.311, 12.448, 13.469, 14.654, 15.735, 16.933]","[278, 366, 410, 455, 514, 566, 622, 673, 733, 787, 847]","[[5.54392, 17.91892]]","[[277, 896]]"
04_01_05,17.18,50,"[6.222, 6.794, 7.822, 8.541, 9.158, 9.829, 10.91, 11.667]","[311, 340, 391, 427, 458, 491, 546, 583]","[[6.16892, 12.68976]]","[[308, 634]]"
04_02_01,146.06,50,"[16.065, 17.186, 18.016, 19.207, 20.45, 21.617, 22.696, 23.81, 25.096, 26.48, 27.627, 28.689, 29.709, 30.809, 31.857, 33.12, 34.184, 35.488, 36.44, 37.544, 38.703, 39.809, 41.22, 42.24, 43.576, 44.792, 45.999, 46.944, 48.064, 49.321, 50.383, 52.586, 53.584, 55.169, 57.88, 59.264, 61.553, 64.259, 64.761, 65.828, 67.6, 69.083, 70.608, 71.992, 74.376, 76.482, 77.616, 79.465, 80.929, 82.244, 83.569, 84.857, 88.017, 88.985, 90.056, 98.121, 98.905, 99.746, 101.617, 102.929, 104.056, 105.679, 106.824, 108.143, 109.307, 110.211, 111.227, 112.361, 114.512, 115.297, 117.315, 118.376, 121.889, 122.44, 123.785, 125.495, 126.664, 128.993, 135.81, 136.249, 136.916, 137.858, 139.543, 140.848]","[803, 859, 901, 960, 1022, 1081, 1135, 1190, 1255, 1324, 1381, 1434, 1485, 1540, 1593, 1656, 1709, 1774, 1822, 1877, 1935, 1990, 2061, 2112, 2179, 2240, 2300, 2347, 2403, 2466, 2519, 2629, 2679, 2758, 2894, 2963, 3078, 3213, 3238, 3291, 3380, 3454, 3530, 3600, 3719, 3824, 3881, 3973, 4046, 4112, 4178, 4243, 4401, 4449, 4503, 4906, 4945, 4987, 5081, 5146, 5203, 5284, 5341, 5407, 5465, 5511, 5561, 5618, 5726, 5765, 5866, 5919, 6094, 6122, 6189, 6275, 6333, 6450, 6790, 6812, 6846, 6893, 6977, 7042]","[[16.06927, 91.06927], [97.587, 141.85542]]","[[803, 4553], [4879, 7093]]"
04_02_02,29.96,50,"[3.638, 4.872, 2.407, 8.646, 9.536, 10.775, 12.045, 13.071, 17.217, 18.226, 19.199, 16.123, 14.147, 15.219, 23.225, 24.354, 25.354, 22.257, 26.38]","[182, 244, 120, 432, 477, 539, 602, 654, 861, 911, 960, 806, 707, 761, 1161, 1218, 1268, 1113, 1319]","[[2.33559, 5.85642], [8.671, 20.14809], [22.285, 27.37726]]","[[117, 293], [434, 1007], [1114, 1369]]"
04_02_03,35.86,50,"[3.701, 4.654, 5.767, 1.728, 2.671, 6.814, 7.986, 9.195, 10.356, 11.69, 12.923, 13.722, 14.707, 15.65, 16.789, 18.204, 19.835, 20.844, 21.971, 23.034, 24.042, 24.938, 25.86, 26.78, 27.716, 28.707, 29.707]","[185, 233, 288, 86, 134, 341, 399, 460, 518, 584, 646, 686, 735, 782, 839, 910, 992, 1042, 1099, 1152, 1202, 1247, 1293, 1339, 1386, 1435, 1485]","[[1.687, 30.73142]]","[[84, 1537]]"
04_02_04,55.96,50,"[3.76, 4.816, 6.127, 7.512, 8.584, 9.676, 10.768, 11.936, 12.992, 14.168, 15.104, 15.976, 16.849, 17.683, 18.608, 19.528, 20.391, 21.264, 22.24, 23.202, 24.168, 24.936, 25.8, 26.681, 27.906, 29.133, 30.377, 31.457, 32.625, 34.387, 35.64, 36.642, 37.976, 39.768, 40.712, 41.776, 42.896, 43.952, 45.136, 46.162, 47.088, 48.1, 49.267]","[188, 241, 306, 376, 429, 484, 538, 597, 650, 708, 755, 799, 842, 884, 930, 976, 1020, 1063, 1112, 1160, 1208, 1247, 1290, 1334, 1395, 1457, 1519, 1573, 1631, 1719, 1782, 1832, 1899, 1988, 2036, 2089, 2145, 2198, 2257, 2308, 2354, 2405, 2463]","[[3.737, 50.3253]]","[[187, 2516]]"
04_02_05,26.94,50,"[10.004, 11.153, 12.178, 13.11, 13.801, 14.314, 15.145, 16.034, 16.747, 17.777, 19.163, 20.035, 20.858]","[500, 558, 609, 656, 690, 716, 757, 802, 837, 889, 958, 1002, 1043]","[[9.952, 21.87726]]","[[498, 1094]]"
04_03_01,176.2,50,"[14.293, 15.363, 16.847, 19.022, 20.813, 27.606, 27.931, 28.915, 29.914, 30.876, 39.252, 39.622, 40.09, 41.18, 42.93, 44.027, 45.269, 46.54, 48.363, 50.163, 51.676, 52.789, 66.294, 67.228, 67.907, 68.754, 69.627, 71.068, 72.41, 73.684, 74.837, 76.442, 77.557, 78.898, 80.546, 81.899, 83.498, 84.989, 86.029, 87.387, 88.452, 89.578, 90.771, 91.779, 92.858, 94.124, 95.314, 96.694, 97.911, 99.068, 100.045, 101.277, 102.674, 103.684, 104.954, 106.067, 107.293, 108.525, 110.859, 111.781, 112.85, 113.771, 114.66, 115.769, 116.787, 117.874, 118.802, 119.748, 120.935, 122.075, 123.134, 124.225, 125.39, 126.493, 127.71, 128.612, 130.095, 131.546, 133.046, 134.084, 135.37, 136.835, 137.874, 138.981, 140.476, 142.01, 143.423, 144.823, 147.781, 148.611, 150.218, 152.437, 153.629, 154.86, 156.074, 157.771]","[715, 768, 842, 951, 1041, 1380, 1397, 1446, 1496, 1544, 1963, 1981, 2005, 2059, 2146, 2201, 2263, 2327, 2418, 2508, 2584, 2639, 3315, 3361, 3395, 3438, 3481, 3553, 3620, 3684, 3742, 3822, 3878, 3945, 4027, 4095, 4175, 4249, 4301, 4369, 4423, 4479, 4539, 4589, 4643, 4706, 4766, 4835, 4896, 4953, 5002, 5064, 5134, 5184, 5248, 5303, 5365, 5426, 5543, 5589, 5642, 5689, 5733, 5788, 5839, 5894, 5940, 5987, 6047, 6104, 6157, 6211, 6270, 6325, 6386, 6431, 6505, 6577, 6652, 6704, 6768, 6842, 6894, 6949, 7024, 7100, 7171, 7241, 7389, 7431, 7511, 7622, 7681, 7743, 7804, 7889]","[[14.017, 21.87839], [27.28, 32.03464], [39.21816, 53.86101], [66.25387, 158.81927]]","[[701, 1094], [1364, 1602], [1961, 2693], [3313, 7941]]"
04_03_02,183.4,50,"[7.889, 8.994, 6.695, 4.341, 5.541, 10.32, 11.543, 13.261, 14.229, 15.256, 16.317, 17.28, 19.039, 20.021, 20.989, 22.084, 23.27, 24.414, 25.555, 41.439, 42.351, 43.805, 39.818, 44.905, 46.617, 47.901, 49.353, 50.438, 51.939, 53.081, 54.141, 55.378, 56.314, 57.593, 58.68, 59.724, 60.785, 61.906, 63.003, 63.995, 65.107, 66.233, 67.25, 68.275, 70.051, 71.041, 72.521, 73.539, 74.662, 75.626, 77.012, 78.321, 79.4, 80.625, 81.698, 82.657, 83.69, 84.601, 85.635, 86.659, 87.497, 88.325, 89.377, 90.356, 91.393, 92.531, 93.761, 94.745, 95.818, 96.859, 97.921, 98.932, 100.073, 101.042, 101.891, 102.868, 103.961, 104.943, 105.987, 107.041, 108.243, 109.433, 110.348, 111.201, 111.937, 112.716, 113.441, 114.201, 114.978, 115.888, 116.753, 117.499, 118.457, 119.537, 120.435, 121.427, 122.579, 123.465, 124.291, 125.465, 126.529, 127.699, 128.816, 129.889, 131.048, 132.082, 133.091, 134.088, 134.979, 135.962, 136.82, 137.875, 138.867, 139.985, 141.274, 142.402, 143.433, 144.565, 145.533, 146.922, 148.44, 149.394, 150.449, 151.456, 152.556, 153.537, 154.672, 155.726, 156.755, 157.785, 158.635, 159.448, 160.584, 161.61, 162.651, 163.563, 164.601, 165.632, 166.584, 168.185, 169.56, 170.691, 171.945, 173.677, 174.744, 175.649, 176.659, 178.017, 179.058, 180.098, 181.233, 182.353]","[394, 450, 335, 217, 277, 516, 577, 663, 711, 763, 816, 864, 952, 1001, 1049, 1104, 1164, 1221, 1278, 2072, 2118, 2190, 1991, 2245, 2331, 2395, 2468, 2522, 2597, 2654, 2707, 2769, 2816, 2880, 2934, 2986, 3039, 3095, 3150, 3200, 3255, 3312, 3362, 3414, 3503, 3552, 3626, 3677, 3733, 3781, 3851, 3916, 3970, 4031, 4085, 4133, 4184, 4230, 4282, 4333, 4375, 4416, 4469, 4518, 4570, 4627, 4688, 4737, 4791, 4843, 4896, 4947, 5004, 5052, 5095, 5143, 5198, 5247, 5299, 5352, 5412, 5472, 5517, 5560, 5597, 5636, 5672, 5710, 5749, 5794, 5838, 5875, 5923, 5977, 6022, 6071, 6129, 6173, 6215, 6273, 6326, 6385, 6441, 6494, 6552, 6604, 6655, 6704, 6749, 6798, 6841, 6894, 6943, 6999, 7064, 7120, 7172, 7228, 7277, 7346, 7422, 7470, 7522, 7573, 7628, 7677, 7734, 7786, 7838, 7889, 7932, 7972, 8029, 8081, 8133, 8178, 8230, 8282, 8329, 8409, 8478, 8535, 8597, 8684, 8737, 8782, 8833, 8901, 8953, 9005, 9062, 9118]","[[4.29, 26.60642], [39.771, 183.13855]]","[[214, 1330], [1989, 9157]]"
